name,location
헬로우스님 1~10권(완),책장 2-7
스킵비트! 1~49권,책장 8-5
안개숲호텔 1~2권,책장 8-15
오늘은 회사 쉬겠습니다 1~13권(완),책장 8-13
캔디 캔디 1~6권(완),책장 8-16
캣 스트릿 1~8권(완),책장 8-7
펭귄혁명 1~7권(완),책장 8-5
천생연분 1~17권 완,책장 7-10
호랑이와 늑대 1~6권(완),책장 8-7
뫼비우스 동맹 1~5권(완),책장 8-7
크라운 CROWN 1-6권(완),책장 8-9
약속의네버랜드 1~20권(완),책장 1-3
혼자를기르는법(1~2완) 웹툰,아키바
롱리브더킹(시즌1+시즌2 +시즌3 + 시즌4 1~8 총32권),아키바
치즈인더트랩 시즌1~3+시즌4(1~7) 총34권 [웹툰],아키바
옥탑빵(1~4완) [웹툰],아키바
지그재그덮밥 1~6권(완),책장 8-9
나와 그녀의 XXX 1~8권(완) + 9권(번외편),책장 8-5
너의키스로감싸줘 1~2권(완),책장 8-9
누드후르츠 1~3권(완),책장 8-5
하트드롭 1~2권(완),책장 8-9
후회없이 사랑해 1~7권,책장 8-15
사랑일까요? 1~4권(완),책장 8-17
H(1-6),08월 09일
Honey 허니 1~8권(완),책장 8-6
오렌지플래닛 1~5권(완),책장 8-7
S.A- SA 스페셜에이 1~17권(완),책장 8-15
그녀는 거짓말을 너무 사랑해 1~22권(완),책장 8-5
이건 좀 아닌 것 같아! 1~10권(완) [웹툰],책장 7-5
브랜뉴 BRAN-NEW 1~3권(완),책장 8-7
V.B로즈 1~14권(완),책장 8-16
연영천사 1~15권(완),책장 8-9
포기하지마! 1~13권(완),책장 8-7
어른의시간 1~7권(완),책장 8-7
자칼 1~7권,책장 6-6
OFFICE 오피스 레이 1~12권(완),책장 8-9
록킨 헤븐 1~8권(완),책장 8-6
LUST 러스트 1~3권(완),책장 8-7
MAX 러브리! 1~5권(완),책장 8-7
믹스 베지터블 1-8권(완),책장 8-9
미만연애 1~5권(완),책장 8-9
BOYS에스테 1~7권(완),책장 8-7
우리는 알게 되었다 1~14권(완),책장 8-5
1318의몽정기 1~16권 완,책장 7-10
극락 청춘 하키부 1~14권(완),책장 8-5
오빠에게 맡겨 1~5권(완),책장 8-7
코이바나 Koibana:사랑꽃활짝 1~10권(완),책장 8-16
타로이야기 1~14권(완),책장 8-15
17 세븐틴 seventeen 1~5권(완),책장 8-7
19세기말비망록(1~4완) [웹툰],09월 01일
2인용인간(1~4완) [웹툰],09월 01일
340일간의유예(1~3완) [웹툰],09월 01일
LESSA 레사(1~18완)웹툰,09월 01일
나의빛나는세계(1~3완) [웹툰],09월 01일
달고나일기(1~5) [웹툰],09월 01일
멍멍냠냠(1~2완) [웹툰],09월 01일
모멘텀(1~3) [웹툰],09월 01일
소녀의세계(1~9완) [웹툰],09월 01일
시간의계단(1~3완) [웹툰],09월 01일
외과의사엘리제(1~7) [웹툰],09월 01일
윈드브레이커(1~24) [웹툰],책장 9-1
카페보문을부탁해요(1~2완) [웹툰],09월 01일
판도라의선택(1~2완) [웹툰],09월 01일
패션왕(1~2) [웹툰],09월 01일
혼자를기르는법(1~2완) 웹툰,09월 01일
그녀의심청(1~7완) [웹툰],09월 02일
길위의노래가담항설(1~12완) [웹툰],09월 02일
매의검(1~10완),09월 02일
아름다운선(1~3완) [웹툰],09월 02일
어느날공주가되어버렸다(1~9) [웹툰],09월 02일
연놈(1~17) [웹툰],09월 02일
kobera(1-8),09월 02일
롱리브더킹(시즌1+시즌2 +시즌3 + 시즌4 1~8 총32권),09월 02일
FREAK 프릭(1~4완) [웹툰],09월 03일
미드나잇파트너(1~5완) [웹툰],09월 03일
수줍어서그래(1~3완) [웹툰],09월 03일
실(1~10완+별책) [웹툰],09월 03일
어쿠스틱라이프(1~14) [웹툰],09월 03일
연애하루전(1~3완) [웹툰] 양장본,09월 03일
오렌지마말레이드(1~8완) [웹툰],09월 03일
우리집에왜왔니(1~5완) [웹툰],09월 03일
진눈깨비소년(1~9완) [웹툰],09월 03일
치즈인더트랩 시즌1~3+시즌4(1~7) 총34권 [웹툰],09월 03일
금의나라물의나라(단편),09월 04일
나빌레라(1~5완) [웹툰],09월 04일
바른연애길잡이(1~11완+외전 총12권) [웹툰],09월 04일
심연의하늘(1~10완) [웹툰],09월 04일
여혜(1~6완) [웹툰],09월 04일
연옥님이보고계셔(1~4완) [웹툰],09월 04일
오무라이스잼잼(1~14) [웹툰],09월 04일
은주의방(1~3완) [웹툰],09월 04일
중증외상센터 골든아워(1~11완) [웹툰],09월 04일
이미테이션(1~11완) [웹툰],09월 04일
흉악범과의 면담 1~3권 완[웹툰],책장 8-11
개를낳았다(시즌1 1~7완) [웹툰],09월 05일
김비서가왜그럴까(1~6완) [웹툰],09월 05일
노블레스(시즌1~7 총25권) [웹툰],09월 05일
뽀짜툰(1~9) [웹툰],09월 05일
순정만화시즌1(1~2완) 강풀[웹툰],09월 05일
신의탑(1~13) [웹툰],09월 05일
오늘도사랑스럽개(1~9완)[웹툰],책장 9-5
문유(1~4완) [웹툰],09월 05일
사내 맞선(1~10완) [웹툰],09월 05일
시동(1~4완) [웹툰],09월 05일
여주실격(1~2) [웹툰],09월 05일
옥탑빵(1~4완) [웹툰],09월 05일
고래별(1~6완결) [웹툰],09월 06일
극한견주(1~4완) [웹툰],09월 06일
낮에뜨는달(1~4) [웹툰],09월 06일
스위트홈(1~12완) [웹툰],09월 06일
화장지워주는남자(1~7완) [웹툰],09월 06일
N번째연애(시즌1~시즌3 총6권) [웹툰],09월 06일
말할수없는남매(1~11완) [웹툰],09월 06일
살인자ㅇ난감(상.중.하) [웹툰],09월 06일
스피릿핑거스(1~13완) [웹툰],09월 06일
